,Unnamed: 0.1,Unnamed: 0,index,road,km,type,name,length,condition,lat,lon,model_type,geometry,FLOODCAT,CycloonCat
0,0,0,0,N1,0.0,sourcesink,sourcesink,0.0,,23.7060278,90.443333,sourcesink,POINT (90.443333 23.7060278),0,2
1,1,1,0,N1,1.8,Box Culvert,.,11.3,A,23.69873866,90.4588610799999,bridge,POINT (90.4588610799999 23.69873866),0,2
2,2,2,1,N1,4.925,Box Culvert,.,6.6,A,23.6946638363636,90.4877749181818,bridge,POINT (90.4877749181818 23.6946638363636),0,2
3,3,3,2,N1,8.976,PC Girder Bridge,KANCHPUR PC GIRDER BRIDGE,397.0,C,23.7050598925675,90.5232141463513,bridge,POINT (90.5232141463513 23.7050598925675),0,2
4,4,4,3,N1,10.543,Box Culvert,KATCHPUR BOX CULVERT,8.0,B,23.6964000869109,90.5350989801047,bridge,POINT (90.5350989801047 23.6964000869109),0,2
5,5,5,4,N1,10.88,Box Culvert,NOYAPARA CULVERT,6.3,A,23.6943906141361,90.5375740774869,bridge,POINT (90.5375740774869 23.6943906141361),0,2
6,6,6,5,N1,10.897,Box Culvert,ADUPUR CULVERT,6.3,A,23.6943023869158,90.5377073719626,bridge,POINT (90.5377073719626 23.6943023869158),0,2
7,7,7,6,N1,11.296,Box Culvert,NAYABARI KASPUR BOX CULVERT,8.3,A,23.6923601518691,90.5409183897196,bridge,POINT (90.5409183897196 23.6923601518691),0,2
8,8,8,7,N1,11.808,Box Culvert,NAYABARI BOX CULVERT,10.6,B,23.6909119315151,90.5454624957575,bridge,POINT (90.5454624957575 23.6909119315151),0,2
9,9,9,8,N1,12.239,Box Culvert,KHAS PARA BOX CULVERT,9.3,A,23.6884123260204,90.5485585290816,bridge,POINT (90.5485585290816 23.6884123260204),0,2
10,10,10,9,N1,12.253,Box Culvert,DAWAN BAG BOX CULVERT,6.1,A,23.6883197331632,90.548649807653,bridge,POINT (90.548649807653 23.6883197331632),0,2
11,11,11,10,N1,12.66,PC Girder Bridge,MADAN PUR (R,26.3,A,23.685583027027,90.551207981081,bridge,POINT (90.551207981081 23.685583027027),0,2
12,12,12,11,N1,12.688,PC Girder Bridge,Madanpur Bridge(R,27.5,A,23.6853619779342,90.5513591765258,bridge,POINT (90.5513591765258 23.6853619779342),0,2
13,13,13,12,N1,13.574,Box Culvert,KAWTALA BOX CULVERT,11.9,A,23.6778035,90.5558194349999,bridge,POINT (90.5558194349999 23.6778035),0,2
14,14,14,13,N1,15.465,Box Culvert,MALIBAG BOX CULVERT,5.55,B,23.6633090696149,90.563856994797,bridge,POINT (90.563856994797 23.6633090696149),0,2
15,15,15,14,N1,17.134,RCC Girder Bridge,Langalbandh Bridge.,159.52,C,23.6544257051136,90.576730225,bridge,POINT (90.576730225 23.6544257051136),0,2
16,16,16,15,N1,17.222,PC Girder Bridge,Darikandi Bridge (R,20.45,A,23.65397226,90.57741042,bridge,POINT (90.57741042 23.65397226),0,2
17,17,17,16,N1,17.222,PC Girder Bridge,Darikandi Bridge (L,20.5,A,23.65397226,90.57741042,bridge,POINT (90.57741042 23.65397226),0,2
18,18,18,17,N1,17.722,PC Girder Bridge,DARIKANDI BRIDGE (R,20.0,B,23.6515705663716,90.5814943946902,bridge,POINT (90.5814943946902 23.6515705663716),0,2
19,19,19,18,N1,17.722,PC Girder Bridge,DARIKANDI BRIDGE (L,20.0,B,23.6515705663716,90.5814943946902,bridge,POINT (90.5814943946902 23.6515705663716),0,2
20,20,20,19,N1,18.093,PC Girder Bridge,SONARKALI BRIDGE(L,24.5,B,23.6497543993548,90.5845490085483,bridge,POINT (90.5845490085483 23.6497543993548),0,2
21,21,21,20,N1,18.093,PC Girder Bridge,SONARKALI BRIDGE(R,24.5,B,23.6497543993548,90.5845490085483,bridge,POINT (90.5845490085483 23.6497543993548),0,2
22,22,22,21,N1,18.742,PC Girder Bridge,MOLLIK PARA BRIDGE (R,40.5,C,23.6459685949152,90.5892119813559,bridge,POINT (90.5892119813559 23.6459685949152),0,2
23,23,23,22,N1,19.76,Box Culvert,KRIBORDI BOX CULVERT,6.0,A,23.6379543715384,90.5936673976923,bridge,POINT (90.5936673976923 23.6379543715384),0,2
24,24,24,23,N1,20.397,Box Culvert,SHADIPUR BOX CULVERT,10.4,B,23.63380522,90.597394085,bridge,POINT (90.597394085 23.63380522),3,2
25,25,25,24,N1,21.184,PC Girder Bridge,MARIKHALL BRIDGE,89.2,A,23.6284668507692,90.6023015723077,bridge,POINT (90.6023015723077 23.6284668507692),3,2
26,26,26,25,N1,22.328,Box Culvert,SANGAKADI CULVERT,5.5,B,23.6198832229508,90.6083528852459,bridge,POINT (90.6083528852459 23.6198832229508),0,2
27,27,27,26,N1,22.596,PC Girder Bridge,Ashariarchar Bridge(R,224.82,B,23.6176407964705,90.6095506105882,bridge,POINT (90.6095506105882 23.6176407964705),2,2
28,28,28,27,N1,23.081,PC Girder Bridge,ASHIR CHAR (R,116.8,B,23.613587384385,90.6109029561497,bridge,POINT (90.6109029561497 23.613587384385),2,2
29,29,29,28,N1,24.393,PC Box,MEGHNA BRIDGE,900.0,C,23.6027595885583,90.6155316965675,bridge,POINT (90.6155316965675 23.6027595885583),0,2
30,30,30,29,N1,26.115,Box Culvert,TATULTALA CULVERT,5.6,A,23.5929818827893,90.6279699370919,bridge,POINT (90.6279699370919 23.5929818827893),2,2
31,31,31,30,N1,26.452,Box Culvert,BAILAKANDI CULVERT,5.5,A,23.5908088547468,90.6302368598101,bridge,POINT (90.6302368598101 23.5908088547468),2,2
32,32,32,31,N1,27.12,Box Culvert,MALUAKANDI CULVEDRT,5.6,A,23.58631812254,90.6345094207093,bridge,POINT (90.6345094207093 23.58631812254),2,2
33,33,33,32,N1,28.315,PC Girder Bridge,BHATIR CHAR BRIDGE,163.5,A,23.5779800248475,90.6419193089939,bridge,POINT (90.6419193089939 23.5779800248475),2,2
34,34,34,33,N1,29.842,Box Culvert,VITIKANDA - ANAR PUR CULVERT,34.7,A,23.5660033956521,90.6486237247282,bridge,POINT (90.6486237247282 23.5660033956521),2,2
35,35,35,34,N1,30.908,PC Girder Bridge,ALIPURA BRIDGE (L,26.3,B,23.5591910296296,90.6557475703703,bridge,POINT (90.6557475703703 23.5591910296296),2,2
36,36,36,35,N1,32.121,PC Girder Bridge,BOBARCHAR BRIDGE(L,28.9,A,23.5517421907216,90.6643538752577,bridge,POINT (90.6643538752577 23.5517421907216),2,2
37,37,37,36,N1,32.121,PC Girder Bridge,BOBAIRCHAR BRIDGE(R,28.9,A,23.5517421907216,90.6643538752577,bridge,POINT (90.6643538752577 23.5517421907216),2,2
38,38,38,37,N1,32.777,Box Culvert,PURRANBUICHE BOX CULVERT,9.1,A,23.5477377446428,90.6690554098214,bridge,POINT (90.6690554098214 23.5477377446428),2,2
39,39,39,38,N1,32.796,Box Culvert,NOYAPARA,5.2,A,23.5476246437499,90.669192065625,bridge,POINT (90.669192065625 23.5476246437499),2,2
40,40,40,39,N1,33.591,PC Girder Bridge,Madhya Baushia Bridge(L,72.49,A,23.54268543125,90.6748292125,bridge,POINT (90.6748292125 23.54268543125),2,2
41,41,41,40,N1,34.111,Box Culvert,BOCTAR KANDI BOX CULVERT,5.1,C,23.5393910168,90.6784577888,bridge,POINT (90.6784577888 23.5393910168),2,2
42,42,42,41,N1,35.181,Box Culvert,.,9.5,A,23.5327751898617,90.6858701078341,bridge,POINT (90.6858701078341 23.5327751898617),2,2
43,43,43,42,N1,35.408,PC Girder Bridge,BORAKANDI BRIDGE(L,24.5,B,23.5313996605222,90.68744892596,bridge,POINT (90.68744892596 23.5313996605222),2,2
44,44,44,43,N1,35.408,RCC Girder Bridge,CHAR BOWSHIA BRIDGE(R,24.5,B,23.5313996605222,90.68744892596,bridge,POINT (90.68744892596 23.5313996605222),2,2
45,45,45,44,N1,35.707,Box Culvert,CHAR BOUSHEA (2,8.4,A,23.5301519626506,90.6897951837349,bridge,POINT (90.6897951837349 23.5301519626506),2,2
46,46,46,45,N1,37.01,PC Box,Daud Kandi Bridge,1408.8,C,23.5303844733,90.7024402743,bridge,POINT (90.7024402743 23.5303844733),2,2
47,47,47,46,N1,39.304,RCC Girder Bridge,BALDHA KHAL RCC GIDER BRIDGE,21.8,C,23.5324186,90.7242807234,bridge,POINT (90.7242807234 23.5324186),2,2
48,48,48,47,N1,39.86,Box Culvert,MAIS PARA BOX CULVERT,6.0,B,23.5317587831999,90.7291780095,bridge,POINT (90.7291780095 23.5317587831999),2,2
49,49,49,48,N1,42.936,RCC Girder Bridge,Shahid Nagor Bridge,16.5,C,23.5298050611,90.75825325,bridge,POINT (90.75825325 23.5298050611),2,2
50,50,50,49,N1,45.164,Box Culvert,SARKAR BARI CULVERT,3.9,C,23.5307655282208,90.7800797251533,bridge,POINT (90.7800797251533 23.5307655282208),2,2
51,51,51,50,N1,46.871,Slab Culvert,AMIRABATH SLAB CULVERT,6.5,C,23.5308683409424,90.7918075171727,bridge,POINT (90.7918075171727 23.5308683409424),2,2
52,52,52,51,N1,48.384,RCC Bridge,Ginlatoly,15.9,C,23.5318234765,90.8110155135,bridge,POINT (90.8110155135 23.5318234765),2,2
53,53,53,52,N1,50.558,Box Culvert,RAIPUR BOX CULVERT,12.2,A,23.5329743291,90.8309774761999,bridge,POINT (90.8309774761999 23.5329743291),2,2
54,54,54,53,N1,52.313,Box Culvert,AITAL BANGA BOX CULVERT,4.5,C,23.5229166652,90.8442186132,bridge,POINT (90.8442186132 23.5229166652),2,2
55,55,55,54,N1,56.006,RCC Girder Bridge,Illiot bazar Bridge,28.9,C,23.510087758207,90.8757204035353,bridge,POINT (90.8757204035353 23.510087758207),2,2
56,56,56,55,N1,58.838,Box Culvert,KHAT GHOR BOX CULVERT,5.9,B,23.5060024341,90.9021745389,bridge,POINT (90.9021745389 23.5060024341),3,2
57,57,57,56,N1,60.83,Box Culvert,BAKRA BOX CULVERT,3.0,B,23.5056131416,90.9214660218,bridge,POINT (90.9214660218 23.5056131416),3,2
58,58,58,57,N1,63.098,Slab Culvert,MATIA BAZER,6.0,B,23.5024077848,90.9432418928,bridge,POINT (90.9432418928 23.5024077848),3,3
59,59,59,58,N1,63.538,Box Culvert,SONAPUR BOX CULVERT,3.0,A,23.5013551924,90.9473844088999,bridge,POINT (90.9473844088999 23.5013551924),3,3
60,60,60,59,N1,66.178,Slab Culvert,KARON KHAL SLAB CULVERT,4.6,B,23.495896314,90.9715772516,bridge,POINT (90.9715772516 23.495896314),2,3
61,61,61,60,N1,68.04,Box Culvert,MILL GHAT BOX CULVERT,4.5,A,23.4932728146,90.9887200416,bridge,POINT (90.9887200416 23.4932728146),2,3
62,62,62,61,N1,71.156,RCC Girder Bridge,CHANDINA- SHAHA PARA RCC GIDER GRIDGE,23.1,C,23.4868805937254,91.017566692647,bridge,POINT (91.017566692647 23.4868805937254),2,3
63,63,63,62,N1,74.279,Box Culvert,CORI PAI BOX CULVERT,4.6,B,23.4817873233065,91.0463348850746,bridge,POINT (91.0463348850746 23.4817873233065),2,3
64,64,64,63,N1,75.312,Box Culvert,COREPAI BOX CULVERT,4.6,B,23.4817498298684,91.0563549686842,bridge,POINT (91.0563549686842 23.4817498298684),0,3
65,65,65,64,N1,76.481,Slab Culvert,NIMSHAR SLAB CULVERT,1.5,A,23.480613086,91.0674097692,bridge,POINT (91.0674097692 23.480613086),0,3
66,66,66,65,N1,78.382,Slab Culvert,KABILA DUBARCHAR SLAB CULVERT,1.0,C,23.4776722851,91.0847406393,bridge,POINT (91.0847406393 23.4776722851),0,3
67,67,67,66,N1,80.949,Box Culvert,NAZIRA BOX CULVERT,3.0,B,23.4781159049382,91.1070332074074,bridge,POINT (91.1070332074074 23.4781159049382),0,3
68,68,68,67,N1,82.437,Box Culvert,TIPRA BAZAR BOX CULVERT,1.4,A,23.4794083880733,91.1238920825688,bridge,POINT (91.1238920825688 23.4794083880733),4,3
69,69,69,68,N1,82.989,Slab Culvert,AMTOLI SLAB CULVERT,2.9,A,23.479544924,91.129047144,bridge,POINT (91.129047144 23.479544924),4,3
70,70,70,69,N1,87.713,RCC Girder Bridge,Dhanpur Bridge,22.85,C,23.4436339598272,91.1493668151188,bridge,POINT (91.1493668151188 23.4436339598272),4,3
71,71,71,70,N1,91.092,RCC Girder Bridge,Paduar Bazar Bridge,35.97,C,23.4212487704918,91.1678943372365,bridge,POINT (91.1678943372365 23.4212487704918),4,3
72,72,72,71,N1,93.6,RCC Girder Bridge,Mostapur Bridge,27.35,C,23.4119324230158,91.1939029849206,bridge,POINT (91.1939029849206 23.4119324230158),4,3
73,73,73,72,N1,97.257,RCC Girder Bridge,Matigara Bridge,27.35,C,23.3976518197887,91.2234221346859,bridge,POINT (91.2234221346859 23.3976518197887),4,3
74,74,74,73,N1,100.938,RCC Girder Bridge,Suagazi Bridge.,30.48,A,23.3713647755,91.2450175414999,bridge,POINT (91.2450175414999 23.3713647755),4,3
75,75,75,74,N1,103.456,RCC Girder Bridge,Lalbag Bridge.,22.88,C,23.3521636774381,91.2572910746724,bridge,POINT (91.2572910746724 23.3521636774381),4,3
76,76,76,75,N1,104.753,Box Culvert,CHANSIRI BOXCUIVERT,14.3,A,23.342671472,91.264485636,bridge,POINT (91.264485636 23.342671472),4,3
77,77,77,76,N1,106.519,Box Culvert,MIABAZAR BOX CULVERT,24.0,A,23.3301462324,91.2748792824,bridge,POINT (91.2748792824 23.3301462324),8,3
78,78,78,77,N1,108.125,Box Culvert,NOYA BAZER BOX CULVERT,9.2,A,23.3180696869138,91.2830867321701,bridge,POINT (91.2830867321701 23.3180696869138),8,3
79,79,79,78,N1,109.289,Box Culvert,DOLL BARI CULVERT,19.2,B,23.3083612731261,91.2865787034735,bridge,POINT (91.2865787034735 23.3083612731261),8,3
80,80,80,79,N1,109.897,Slab Culvert,DHARMA PUR SLAB CULVERT,2.6,B,23.3034306450331,91.2889770397351,bridge,POINT (91.2889770397351 23.3034306450331),8,3
81,81,81,80,N1,110.551,Box Culvert,LALGORE BEZER CULVERT,3.2,A,23.2979675271676,91.2910141369942,bridge,POINT (91.2910141369942 23.2979675271676),4,3
82,82,82,81,N1,111.509,Box Culvert,SUPUYA BOX CULVERT,13.4,A,23.2897066386454,91.2929584711155,bridge,POINT (91.2929584711155 23.2897066386454),8,2
83,83,83,82,N1,112.469,Box Culvert,BOWCHI BAZAR CULVERT,4.6,B,23.2821949258397,91.2966655096899,bridge,POINT (91.2966655096899 23.2821949258397),8,2
84,84,84,83,N1,113.717,Box Culvert,AMAN GONG SLAB CULVERT,6.3,B,23.27301895,91.3029661882,bridge,POINT (91.3029661882 23.27301895),8,2
85,85,85,84,N1,115.052,Box Culvert,RANGAMATIA (1 BOX CULVERT,3.0,B,23.2618360940594,91.3070217386138,bridge,POINT (91.3070217386138 23.2618360940594),8,2
86,86,86,85,N1,115.326,Slab Culvert,RANGOWATIA 2 CULVERT,3.0,B,23.25941665,91.3073611,bridge,POINT (91.3073611 23.25941665),8,2
87,87,87,86,N1,115.525,Box Culvert,NOWA PARA BOX CULVERT,3.6,B,23.2576429774881,91.3076156494075,bridge,POINT (91.3076156494075 23.2576429774881),8,2
88,88,88,87,N1,116.074,Box Culvert,HARISHARDE CULVERT,4.5,B,23.2527463398104,91.3083926405213,bridge,POINT (91.3083926405213 23.2527463398104),8,2
89,89,89,88,N1,117.087,Box Culvert,SONAGATI BOX CULVERT,2.5,B,23.2443915125925,91.3114032292592,bridge,POINT (91.3114032292592 23.2443915125925),8,2
90,90,90,89,N1,117.269,Box Culvert,BALUJURI BOX CULVERT,19.2,B,23.2429040619631,91.3119739539877,bridge,POINT (91.3119739539877 23.2429040619631),8,2
91,91,91,90,N1,117.627,Box Culvert,BALUZURI 2 CULVERT,2.6,A,23.2397920309669,91.3125740860465,bridge,POINT (91.3125740860465 23.2397920309669),8,2
92,92,92,91,N1,118.049,Box Culvert,KALIR BAZAR BOX CULVERT,2.5,A,23.2360759516523,91.3129901976744,bridge,POINT (91.3129901976744 23.2360759516523),4,2
93,93,93,92,N1,118.856,Box Culvert,KALIA BAZER BOC CULVERT,3.1,B,23.2289195919642,91.3134220678571,bridge,POINT (91.3134220678571 23.2289195919642),4,2
94,94,94,93,N1,119.19,Box Culvert,CHAUDDAGARAM BOX CULVERT,2.6,B,23.2259184472573,91.3135697177215,bridge,POINT (91.3135697177215 23.2259184472573),4,2
95,95,95,94,N1,119.628,Box Culvert,CHADDAGRAM BAZAR BOX CULVERT,6.0,A,23.2220338977777,91.3137005933333,bridge,POINT (91.3137005933333 23.2220338977777),4,2
96,96,96,95,N1,120.634,Box Culvert,HAYDAR POLE BOX CULVERT,14.3,B,23.2131955721448,91.3153497403899,bridge,POINT (91.3153497403899 23.2131955721448),0,2
97,97,97,96,N1,121.567,Box Culvert,FALGUNCORA CULVERT,6.1,A,23.2050386287937,91.3163167282749,bridge,POINT (91.3163167282749 23.2050386287937),0,2
98,98,98,97,N1,122.603,Box Culvert,ATTOCK GRAM BOX CULVERT,6.1,A,23.1961887953757,91.3176705069364,bridge,POINT (91.3176705069364 23.1961887953757),0,2
99,99,99,98,N1,123.681,Box Culvert,BOSONTA PUR BOX CULVERT,6.1,C,23.1874350254302,91.3209051317399,bridge,POINT (91.3209051317399 23.1874350254302),4,2
100,100,100,99,N1,124.346,Box Culvert,BASHONTA PUR (2,9.5,B,23.1817958149837,91.3208787514658,bridge,POINT (91.3208787514658 23.1817958149837),0,2
101,101,101,100,N1,125.41,Box Culvert,NANKORA BOX CULVERT,3.1,B,23.1726272318681,91.3205774642857,bridge,POINT (91.3205774642857 23.1726272318681),0,2
102,102,102,101,N1,126.448,Box Culvert,ANDAJER BAZER BOX CULVERT,9.5,A,23.1635138669191,91.3215889464646,bridge,POINT (91.3215889464646 23.1635138669191),0,3
103,103,103,102,N1,127.673,Box Culvert,DIMATOLI (1 BOX CULVERT,6.3,B,23.1527364949367,91.3243178772152,bridge,POINT (91.3243178772152 23.1527364949367),0,3
104,104,104,103,N1,128.767,Box Culvert,DIMATOLY (2 BOX CULVERT,3.5,B,23.1436667679334,91.3266680470308,bridge,POINT (91.3266680470308 23.1436667679334),0,3
105,105,105,104,N1,129.291,Box Culvert,JAGARNATHPUR BOX CULVERT,6.1,B,23.1389893200345,91.3263585348877,bridge,POINT (91.3263585348877 23.1389893200345),0,3
106,106,106,105,N1,129.955,Box Culvert,JAGOT PUR BOX CULVERT,3.0,B,23.1332639685968,91.327546416481,bridge,POINT (91.327546416481 23.1332639685968),0,3
107,107,107,106,N1,130.912,Box Culvert,HASO BOTHACH BOX CULVERT,6.5,A,23.1252363577777,91.3303863688888,bridge,POINT (91.3303863688888 23.1252363577777),4,3
108,108,108,107,N1,131.577,Slab Culvert,FOKIR BAZAR SLAB CULVERT,4.5,B,23.1196973774193,91.3328165129032,bridge,POINT (91.3328165129032 23.1196973774193),4,3
109,109,109,108,N1,132.079,Box Culvert,KAKKARA CULVERT,5.3,B,23.1158251554,91.335094485,bridge,POINT (91.335094485 23.1158251554),4,3
110,110,110,109,N1,133.155,Box Culvert,Chanara Box Culvert,6.1,A,23.1074284451388,91.3400495436111,bridge,POINT (91.3400495436111 23.1074284451388),0,3
111,111,111,110,N1,133.873,Box Culvert,CHANGARPULL(II BOX CULVERT,3.1,B,23.1017563206521,91.343162998913,bridge,POINT (91.343162998913 23.1017563206521),0,3
112,112,112,111,N1,134.426,Box Culvert,ADONCORA,9.5,B,23.0973512527272,91.3454956309091,bridge,POINT (91.3454956309091 23.0973512527272),0,3
113,113,113,112,N1,134.974,Box Culvert,PODOYA BOX CULVERT,3.1,A,23.0930298369186,91.3478308386627,bridge,POINT (91.3478308386627 23.0930298369186),0,3
114,114,114,113,N1,135.723,Box Culvert,FOEALTPARA BOX CULVERT,9.25,B,23.0870753710144,91.3512101492753,bridge,POINT (91.3512101492753 23.0870753710144),0,3
115,115,115,114,N1,136.375,Box Culvert,UTTOR KAIEATI CULVERT,3.5,A,23.0819909531309,91.3541811474383,bridge,POINT (91.3541811474383 23.0819909531309),0,3
116,116,116,115,N1,136.899,Box Culvert,KOKALI BOX CULVERT,14.2,B,23.0779647046997,91.3566005031331,bridge,POINT (91.3566005031331 23.0779647046997),0,3
117,117,117,116,N1,137.856,Box Culvert,DUTHOSHA BOX CULVERT,6.1,B,23.070198184,91.3603022,bridge,POINT (91.3603022 23.070198184),0,3
118,118,118,117,N1,138.953,Box Culvert,MOHAMMAD ALI MAZAR,4.0,B,23.0607473333333,91.3618624619047,bridge,POINT (91.3618624619047 23.0607473333333),7,2
119,119,119,118,N1,141.531,Box Culvert,FATAPUR BOX CULVERT,10.8,A,23.0379728055555,91.3656784724359,bridge,POINT (91.3656784724359 23.0379728055555),7,2
120,120,120,119,N1,142.793,Slab Culvert,DEBIPUR SLAB CULVERT,1.6,A,23.0269801170731,91.3655004839721,bridge,POINT (91.3655004839721 23.0269801170731),7,2
121,121,121,120,N1,144.939,Box Culvert,CHARIPUR CULVERT.,3.4,A,23.0124048410423,91.3779796149837,bridge,POINT (91.3779796149837 23.0124048410423),7,2
122,122,122,121,N1,147.296,Box Culvert,RAMPUR BOX CULVERT,1.5,A,22.999248756,91.3957752,bridge,POINT (91.3957752 22.999248756),0,2
123,123,123,122,N1,148.151,RCC Girder Bridge,RAMPUR BRIDGE,23.4,A,22.9947280792802,91.4022894900763,bridge,POINT (91.4022894900763 22.9947280792802),0,2
124,124,124,123,N1,148.174,PC Girder Bridge,Rampur Bridge(R,22.15,A,22.9945936133042,91.4024539137404,bridge,POINT (91.4024539137404 22.9945936133042),0,2
125,125,125,124,N1,148.495,Box Culvert,.,1.9,A,22.9927169359869,91.4047486961832,bridge,POINT (91.4047486961832 22.9927169359869),0,3
126,126,126,125,N1,153.843,PC Girder Bridge,LAMUA BRIDGE,94.05,B,22.9614487369369,91.4429962027027,bridge,POINT (91.4429962027027 22.9614487369369),0,2
127,127,127,126,N1,158.031,Box Culvert,FAZAILPUR BOXCULVERT,1.5,A,22.9486038666666,91.4794993833333,bridge,POINT (91.4794993833333 22.9486038666666),0,2
128,128,128,127,N1,160.379,PC Girder Bridge,MUHURI BRIDGE,191.5,B,22.9496126090047,91.502066899526,bridge,POINT (91.502066899526 22.9496126090047),7,2
129,129,129,128,N1,165.183,PC Girder Bridge,DumGhat Bridge(L,222.43,A,22.9149647061403,91.5262895350877,bridge,POINT (91.5262895350877 22.9149647061403),7,2
130,130,130,129,N1,165.183,PC Girder Bridge,DHOOM GHAT PC GIRDER,220.6,B,22.9149647061403,91.5262895350877,bridge,POINT (91.5262895350877 22.9149647061403),7,2
131,131,131,130,N1,165.825,Box Culvert,BUMGAT BOXCULVERT,6.1,A,22.9097128884012,91.5289285034482,bridge,POINT (91.5289285034482 22.9097128884012),7,2
132,132,132,131,N1,166.479,Slab Culvert,BOROYAR PARA SLUB CULVERT,3.0,A,22.9042462955223,91.5316297776119,bridge,POINT (91.5316297776119 22.9042462955223),7,2
133,133,133,132,N1,167.963,Box Culvert,BAROYARHAT BOX CULVERT,3.0,A,22.8916386,91.5354719,bridge,POINT (91.5354719 22.8916386),5,2
134,134,134,133,N1,169.933,Box Culvert,UTTOR SONAPAR BOX CULVERT,4.3,A,22.8746986941176,91.5408836647058,bridge,POINT (91.5408836647058 22.8746986941176),5,2
135,135,135,134,N1,170.174,Box Culvert,CHAIRMEN BARI BOX CULVERT,2.0,A,22.872722034892,91.5415958766187,bridge,POINT (91.5415958766187 22.872722034892),5,2
136,136,136,135,N1,170.725,Box Culvert,MADDAM SONAPAR(1 BOX CULVERT,1.5,A,22.8680563702127,91.5432963340425,bridge,POINT (91.5432963340425 22.8680563702127),0,2
137,137,137,136,N1,171.554,Box Culvert,DHARBAR TILA CULVERT,4.3,A,22.8609876872509,91.5451551717131,bridge,POINT (91.5451551717131 22.8609876872509),0,2
138,138,138,137,N1,171.728,Box Culvert,MADDUM SONAPHAR-3,2.0,A,22.8594847882591,91.5454799987854,bridge,POINT (91.5454799987854 22.8594847882591),0,2
139,139,139,138,N1,172.122,Box Culvert,MAMAFOUN ASTANA CULVERT,1.5,A,22.8560565672727,91.5457188709091,bridge,POINT (91.5457188709091 22.8560565672727),0,2
140,140,140,139,N1,172.23,Slab Culvert,MAMAFAKIR ASTANA SLAB CULVERT,1.5,A,22.8551475327433,91.5458221849557,bridge,POINT (91.5458221849557 22.8551475327433),0,2
141,141,141,140,N1,172.969,Box Culvert,MASTANNAGOR BONCUL(1,8.5,A,22.8486172764705,91.5463706117647,bridge,POINT (91.5463706117647 22.8486172764705),0,2
142,142,142,141,N1,173.35,Box Culvert,MUSTAU NOGAR(2,3.0,A,22.8453914894736,91.5474689210526,bridge,POINT (91.5474689210526 22.8453914894736),0,2
143,143,143,142,N1,173.585,Box Culvert,MASTARI HAGOR 3 CULVERT,1.5,A,22.8434551375,91.54814955625,bridge,POINT (91.54814955625 22.8434551375),5,2
144,144,144,143,N1,173.859,Box Culvert,MUSTAN NAGAR -4,3.0,A,22.8410943334277,91.5488096951841,bridge,POINT (91.5488096951841 22.8410943334277),5,2
145,145,145,144,N1,174.804,Box Culvert,RAIPUR BOX CUL-1,3.0,A,22.8327467692419,91.5501035014577,bridge,POINT (91.5501035014577 22.8327467692419),5,2
146,146,146,145,N1,175.013,Box Culvert,RAIPUR (2 BOX CULVERT,4.5,A,22.8309613422018,91.5505028545871,bridge,POINT (91.5505028545871 22.8309613422018),5,2
147,147,147,146,N1,175.785,Box Culvert,PURPU DURGAPURE BOX CUL,12.4,C,22.8243706577981,91.5526915454128,bridge,POINT (91.5526915454128 22.8243706577981),5,2
148,148,148,147,N1,177.247,Box Culvert,MUCHIPOOL CULVERT,9.5,B,22.811563437647,91.5562562129411,bridge,POINT (91.5562562129411 22.811563437647),5,2
149,149,149,148,N1,179.363,Box Culvert,MIRSARAI BOX CUL,4.5,A,22.7941813523326,91.5629612622718,bridge,POINT (91.5629612622718 22.7941813523326),5,2
150,150,150,149,N1,180.85,RCC Girder Bridge,MIRAISORI BRIDGE,23.2,B,22.7821968918511,91.5691025661971,bridge,POINT (91.5691025661971 22.7821968918511),5,2
151,151,151,150,N1,181.825,Box Culvert,Mirsorai(2 box culvert,6.0,A,22.774197092,91.5728737519999,bridge,POINT (91.5728737519999 22.774197092),5,2
152,152,152,151,N1,182.318,Box Culvert,IANAINIPOL BOX CULVERT.,9.7,A,22.770251666098,91.5750905211087,bridge,POINT (91.5750905211087 22.770251666098),5,2
153,153,153,152,N1,183.296,Box Culvert,BOKIMTOLA BOX CULVERT,4.0,A,22.7630626913907,91.5804538821192,bridge,POINT (91.5804538821192 22.7630626913907),5,2
154,154,154,153,N1,184.654,Box Culvert,VARTAKA BOX CULVERT,12.9,A,22.7535653245121,91.5886004236585,bridge,POINT (91.5886004236585 22.7535653245121),5,2
155,155,155,154,N1,185.058,Box Culvert,VARTAGIA BOX CULVERT,3.0,A,22.7506393495689,91.5908840370689,bridge,POINT (91.5908840370689 22.7506393495689),5,2
156,156,156,155,N1,185.842,Box Culvert,BOTHAGIA (-3 BOX CULVERT,8.1,B,22.7445136523437,91.5943998915364,bridge,POINT (91.5943998915364 22.7445136523437),5,2
157,157,157,156,N1,188.35,Box Culvert,NIAZAMPUR BOX CULVERT,3.0,A,22.723316755473,91.6024331404452,bridge,POINT (91.6024331404452 22.723316755473),5,2
158,158,158,157,N1,189.058,Box Culvert,MIRJAPUR BOX CULVERT,3.0,A,22.7178243865384,91.6057623307692,bridge,POINT (91.6057623307692 22.7178243865384),5,2
159,159,159,158,N1,189.13,Box Culvert,MIRZAPUR (2 BOX CULVERT,3.0,A,22.7172707342307,91.6061084846153,bridge,POINT (91.6061084846153 22.7172707342307),5,2
